"protein_name" "sample_ID" "psm" "study" "material" "material2" "x_label"
"242" "Transthyretin" "NP6085" 3 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"243" "Albumin" "NP6086" 3 "Mickleburgh" "bone" "Bone
 " "NP6086

Bone
 "
"244" "Dermatopontin" "NP6088" 3 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"245" "Integrin-binding sialoprotein" "NP6088" 3 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"246" "Osteocalcin" "NP6088" 3 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"247" "Protein Z-dependent protease inhibitor" "NP6088" 3 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"248" "Transthyretin" "NP6088" 3 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"249" "Antithrombin-III" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"250" "Beta-2-microglobulin" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"251" "Ceruloplasmin" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"252" "Complement C1q subcomponent subunit A" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"253" "Complement C1q subcomponent subunit B" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"254" "Dermatopontin" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"255" "Fibronectin" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"256" "Pentraxin-related protein PTX3" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"257" "Vitamin D-binding protein" "NP6089" 3 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"258" "C-type lectin domain family 11 member A" "NP6090" 3 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"259" "Immunoglobulin kappa light chain" "NP6090" 3 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"260" "Osteocalcin" "NP6090" 3 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"261" "Tetranectin" "NP6090" 3 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"262" "Versican core protein" "NP6090" 3 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"263" "Vimentin" "NP6090" 3 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"264" "Albumin" "NP6082" 2 "Mickleburgh" "bone" "Bone
 " "NP6082

Bone
 "
"265" "Coagulation factor IX" "NP6082" 2 "Mickleburgh" "bone" "Bone
 " "NP6082

Bone
 "
"266" "Coagulation factor X" "NP6082" 2 "Mickleburgh" "bone" "Bone
 " "NP6082

Bone
 "
"267" "Thrombospondin-1" "NP6082" 2 "Mickleburgh" "bone" "Bone
 " "NP6082

Bone
 "
"268" "Transthyretin" "NP6082" 2 "Mickleburgh" "bone" "Bone
 " "NP6082

Bone
 "
"269" "Dermatopontin" "NP6083" 2 "Mickleburgh" "bone" "Bone
 " "NP6083

Bone
 "
"270" "Integrin-binding sialoprotein" "NP6083" 2 "Mickleburgh" "bone" "Bone
 " "NP6083

Bone
 "
"271" "Alpha-1-antitrypsin" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"272" "Coagulation factor IX" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"273" "Complement C1q subcomponent subunit A" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"274" "Neutrophil elastase" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"275" "Nucleophosmin" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"276" "Osteocalcin" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"277" "Versican core protein (Fragments)" "NP6084" 2 "Mickleburgh" "bone" "Bone
 " "NP6084

Bone
 "
"278" "Alkaline phosphatase, tissue-nonspecific isozyme" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"279" "Collagen alpha-2(XI) chain" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"280" "Kazal-type serine protease inhibitor domain-containing protein 1" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"281" "Mimecan" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"282" "Nucleobindin-2" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"283" "Osteocalcin" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"284" "Osteopontin" "NP6085" 2 "Mickleburgh" "bone" "Bone
 " "NP6085

Bone
 "
"285" "Azurocidin" "NP6086" 2 "Mickleburgh" "bone" "Bone
 " "NP6086

Bone
 "
"286" "Coagulation factor X" "NP6086" 2 "Mickleburgh" "bone" "Bone
 " "NP6086

Bone
 "
"287" "Dermatopontin" "NP6086" 2 "Mickleburgh" "bone" "Bone
 " "NP6086

Bone
 "
"288" "Protein S100-A8" "NP6086" 2 "Mickleburgh" "bone" "Bone
 " "NP6086

Bone
 "
"289" "Transthyretin" "NP6086" 2 "Mickleburgh" "bone" "Bone
 " "NP6086

Bone
 "
"290" "C-type lectin domain family 11 member A" "NP6088" 2 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"291" "Collagen alpha-1(V) chain" "NP6088" 2 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"292" "Collagen alpha-1(XII) chain" "NP6088" 2 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"293" "Insulin-like growth factor-binding protein 5" "NP6088" 2 "Mickleburgh" "bone" "Bone
 " "NP6088

Bone
 "
"294" "Alkaline phosphatase, tissue-nonspecific isozyme" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"295" "All-trans-retinol dehydrogenase [NAD(+)] ADH1B" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"296" "Carbonic anhydrase 1" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"297" "Collagen alpha-2(VI) chain" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"298" "Complement C1q subcomponent subunit C" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"299" "Gelsolin" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"300" "Hemoglobin subunit delta" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"301" "Immunoglobulin kappa variable 3-20" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"302" "Integrin-binding sialoprotein" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"303" "Keratin, type I cytoskeletal 18" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"304" "Large ribosomal subunit protein P2" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"305" "Osteocalcin" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"306" "Transforming growth factor-beta-induced protein ig-h3" "NP6089" 2 "Mickleburgh" "bone" "Bone
 " "NP6089

Bone
 "
"307" "Alpha-1-antitrypsin" "NP6090" 2 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"308" "Collagen alpha-2(XI) chain" "NP6090" 2 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"309" "Fibromodulin" "NP6090" 2 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"310" "Histone H2A type 1" "NP6090" 2 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
"311" "Osteopontin" "NP6090" 2 "Mickleburgh" "bone" "Bone
 " "NP6090

Bone
 "
